site_id,site_name,country,data_hub,network,source_network,processing_lineage,vegetation_type,first_year,last_year,latitude,longitude,download_link,download_mode,source,source_label,source_reason,source_priority,source_origin,flux_list,access_label,data_use_label,request_page_url,site_page_url,sites_list_url,guidelines_url,data_policy_url,known_data_record,efd_access_summary,efd_policy_year_count,efd_policy_first_year,efd_policy_last_year,efd_provenance,last_updated
HU-Mat,Matra,HU,EFD,CarboEuropeIP; Carbomont,CarboEuropeIP; Carbomont,,GRA,,,47.8469009399414,19.7259998321533,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=HU-Mat,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,5,2004,2008,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IE-Ca1,Carlow crop,IE,EFD,CarboEuropeIP,CarboEuropeIP,,CRO,,,52.85879167,-6.918136111,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; H2O-E,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IE-Ca1,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,5,2004,2008,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IE-Ca2,Carlow grassland,IE,EFD,CarboEuropeIP; GreenGrass,CarboEuropeIP; GreenGrass,,GRA,,,52.86758,-6.91117,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IE-Ca2,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,10,2002,2011,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IE-CaC,Carlow Conventional Tillage,IE,EFD,,,,CRO,,,52.85879167,-6.918136111,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; H2O-E; LE-E,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IE-CaC,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,6,2003,2008,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IE-CaN,Carlow No Tillage,IE,EFD,,,,CRO,,,52.85879167,-6.918136111,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; H2O-E; LE-E,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IE-CaN,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,6,2003,2008,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IE-Cra,Clara Raised Bog,IE,EFD,,,,WET,,,53.323088,-7.641774,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IE-Cra,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,3,2020,2025,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IE-Dgm,Donoughmore,IE,EFD,,,,DBF,,,51.986179,-8.753931,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IE-Dgm,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,5,2008,2012,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IE-Dri,Dripsey,IE,EFD,CarboEuropeIP,CarboEuropeIP,,GRA,,,51.9866944,-8.75180556,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IE-Dri,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,13,2002,2014,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IE-Gwr,Gowran,IE,EFD,,,,CRO,,,52.6365,-7.011306,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IE-Gwr,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,1,2016,2016,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IE-Kil,Killorglin - Glencar,IE,EFD,CarboEuropeIP,CarboEuropeIP,,WET,,,51.96836111,-9.900305556,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IE-Kil,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,11,2002,2012,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IL-RmH,Ramat Hanadiv,IL,EFD,,,,EBF,,,32.555519,34.947286,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E; O3-E,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IL-RmH,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,7,2015,2021,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IL-Yat,Yatir,IL,EFD,CarboEuropeIP; CarboEuroFlux,CarboEuropeIP; CarboEuroFlux,,ENF,,,31.345044585655,35.0519885122776,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IL-Yat,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,26,2000,2025,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IS-Gun,Gunnarsholt,IS,EFD,EuroFlux,EuroFlux,,DBF,,,63.8333015441894,-20.2166996002197,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IS-Gun,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,3,1996,1998,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-Amp,Amplero,IT,EFD,CarboEuropeIP; CarboItaly; Carbomont; GHG-Europe,CarboEuropeIP; CarboItaly; Carbomont; GHG-Europe,,GRA,,,41.90409927,13.60515669,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-Amp,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,7,2002,2008,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-Arz,Arzelle,IT,EFD,,,,OSH,,,45.61902,10.00228,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-Arz,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,9,2016,2024,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-BCi,Borgo Cioffi,IT,EFD,CarboEuropeIP; CarboItaly; ICOS,CarboEuropeIP; CarboItaly; ICOS,,CRO,,,40.52375,14.95744444,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,BVOCs-E; CH4-E; CH4-C; CO2-E; H-E; LE-E; N2O-E; N2O-C,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-BCi,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,17,2004,2020,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-BFt,Bosco Fontana,IT,EFD,CarboItaly; GHG-Europe; InGOS; ICOS,CarboItaly; GHG-Europe; InGOS; ICOS,,DBF,,,45.197755,10.741966,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,Aerosols-E; CO2-E; CO2-C; H-E; LE-E; N2O-C; O3-E,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-BFt,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,7,2019,2025,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-Be1,Beano1,IT,EFD,CarboEuropeIP; CarboItaly; GHG-Europe; CarboExtreme,CarboEuropeIP; CarboItaly; GHG-Europe; CarboExtreme,,CRO,,,46.00361,13.02556,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-Be1,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,8,2006,2013,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-Be2,Beano2,IT,EFD,CarboEuropeIP; CarboItaly; CarboExtreme,CarboEuropeIP; CarboItaly; CarboExtreme,,CRO,,,46.00431,13.02776,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-Be2,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,8,2006,2013,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-Bon,Bonis,IT,EFD,CarboEuropeIP; CarboItaly,CarboEuropeIP; CarboItaly,,ENF,,,39.47777778,16.53472222,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-Bon,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,5,2005,2009,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-BsB,Bussoleno Bosco,IT,EFD,,,,DBF,,,45.118229,7.161995,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-BsB,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,6,2020,2025,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-Bsn,Bussoleno,IT,EFD,,,,GRA,,,45.119238,7.160429,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-Bsn,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,4,2020,2023,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-CA1,Castel d'Asso1,IT,EFD,GHG-Europe,GHG-Europe,,DBF,,,42.38041111,12.02656111,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CH4-C; CO2-E; CO2-C; H-E; LE-E; N2O-C,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-CA1,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,4,2011,2014,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-CA2,Castel d'Asso2,IT,EFD,GHG-Europe,GHG-Europe,,CRO,,,42.37721944,12.02603889,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CH4-C; CO2-E; CO2-C; H-E; LE-E; N2O-C,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-CA2,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,4,2011,2014,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-CA3,Castel d'Asso3,IT,EFD,GHG-Europe,GHG-Europe,,DBF,,,42.38,12.0222,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CH4-C; CO2-E; H-E; LE-E; N2O-C,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-CA3,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,5,2011,2015,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-Cas,Castellaro,IT,EFD,CarboItaly,CarboItaly,,CRO,,,45.07004722,8.717522222,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-Cas,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,5,2006,2010,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-Col,Collelongo,IT,EFD,CarboEuropeIP; CarboItaly; CarboEuroFlux; EuroFlux; GHG-Europe; CarboExtreme,CarboEuropeIP; CarboItaly; CarboEuroFlux; EuroFlux; GHG-Europe; CarboExtreme,,DBF,,,41.84936,13.58814,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-Col,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,22,1996,2017,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-Cp2,Castelporziano2,IT,EFD,ICOS,ICOS,,EBF,,,41.7042655944824,12.3572931289673,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,BVOCs-E; CH4-E; CO2-E; H-E; LE-E; O3-E,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-Cp2,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,9,2012,2020,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-Cpz,Castelporziano,IT,EFD,CarboEuropeIP; CarboItaly; CarboEuroFlux; EuroFlux; GHG-Europe,CarboEuropeIP; CarboItaly; CarboEuroFlux; EuroFlux; GHG-Europe,,EBF,,,41.7052493,12.3761058,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-Cpz,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,13,1997,2009,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-Ctv,Castelvetrano,IT,EFD,CarboItaly,CarboItaly,,CRO,,,37.64416,12.84638,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-Ctv,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,2,2006,2007,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-Isp,Ispra ABC-IS,IT,EFD,ICOS,ICOS,,DBF,,,45.812643,8.633579,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; H2O-E; LE-E; O3-E,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-Isp,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,3,2013,2015,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-LMa,La Mandria,IT,EFD,CarboEuropeIP; CarboItaly; CarboExtreme,CarboEuropeIP; CarboItaly; CarboExtreme,,DBF,,,45.15258,7.58259,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-LMa,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,8,2003,2011,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-La2,Lavarone2,IT,EFD,GHG-Europe,GHG-Europe,,ENF,,,45.9542,11.2853,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-La2,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,3,2000,2002,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-Lav,Lavarone,IT,EFD,CarboEuropeIP; CarboItaly; CarboEuroFlux; GHG-Europe,CarboEuropeIP; CarboItaly; CarboEuroFlux; GHG-Europe,,ENF,,,45.9562,11.28132,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-Lav,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,18,2003,2020,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
IT-Lec,Lecceto,IT,EFD,CarboEuropeIP; CarboItaly; GHG-Europe,CarboEuropeIP; CarboItaly; GHG-Europe,,EBF,,,43.30359,11.26975,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=IT-Lec,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,6,2005,2010,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
